,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,SalePrice,Total.Porch,Total.HalfBath,Total.FullBath,Total.RmsAbvGrd,OverallScore,ExterScore,BsmtScore,TotalFlSF,KitchenScore,GarageScore,MSSubClass_SC150,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
79,4.110873864173311,9.25349564229011,5,6,1910,1981,0.0,3,3,3,3,1,1,0.0,1,0.0,440.0,6.089044875446846,4,1,6.52649485957079,6.3080984415095305,0,7.115582126184454,0.0,0.0,1,1,2,1,3,3,8,0,0,1966.0,2.0,440.0,3,3,2,4.31748811353631,0.0,128,0,0,0,0,3,0,2009,11.608244735642321,4.859812404361672,1.0,1.0,1,30,9,9,7.115582126184454,3,7.186144304522325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,4.61512051684126,9.472781556562168,6,6,1968,1968,6.3578422665081,3,4,4,3,1,3,448.0,1,0.0,448.0,6.799055862058796,3,1,7.075808863978387,6.8679744089702925,0,7.669961995473577,0.0,0.0,2,1,4,1,4,4,8,1,4,1968.0,1.0,509.0,3,3,2,0.0,4.290459441148391,0,0,252,0,0,0,0,2009,12.173037959397275,5.783825182329737,2.0,1.0,0,36,12,12,7.669961995473577,4,7.331714969726466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
81,3.4965075614664802,8.412054873292933,6,5,1998,1998,6.095824562432225,3,4,5,4,1,6,1201.0,1,0.0,36.0,7.121252453244542,5,1,7.198931240688173,0.0,0,7.198931240688173,1.0,0.0,2,0,2,1,3,3,8,0,0,1998.0,2.0,405.0,3,3,2,0.0,5.298317366548036,0,0,0,0,0,0,0,2006,11.941462360646149,5.298317366548036,3.0,0.0,1,30,12,20,7.198931240688173,3,7.103322062526113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
82,4.3694478524670215,9.230829038403499,8,5,2007,2007,6.150602768446279,3,3,4,3,1,6,33.0,1,0.0,1530.0,7.355001921105257,5,1,7.355001921105257,0.0,0,7.355001921105257,0.0,0.0,2,0,3,1,4,3,8,1,4,2007.0,3.0,758.0,3,3,2,4.976733742420574,4.605170185988092,0,0,0,0,0,0,0,2008,12.409017571151187,4.605170185988092,2.0,0.0,0,40,9,12,7.355001921105257,4,7.729735331385051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
83,4.394449154672439,9.09301972939964,5,5,1960,1960,4.204692619390966,3,3,3,3,1,1,0.0,1,0.0,1065.0,6.97166860472579,4,1,6.97166860472579,0.0,0,6.97166860472579,0.0,0.0,1,1,3,1,3,3,8,0,0,1974.0,2.0,461.0,3,3,2,4.31748811353631,0.0,0,0,0,0,0,0,0,2007,11.748005492256807,0.0,1.0,1.0,0,25,9,9,6.97166860472579,3,7.232733136177615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,0.0,9.051461866908694,7,5,1995,1996,3.1354942159291497,3,3,4,3,1,1,0.0,1,0.0,384.0,5.953243334287785,4,1,6.690842277418564,6.508769136971682,0,7.29641326877392,0.0,0.0,2,1,3,1,3,4,8,1,3,1995.0,2.0,400.0,3,3,2,4.795790545596741,4.290459441148391,0,0,0,0,0,0,700,2009,12.034696963475044,4.290459441148391,2.0,1.0,1,35,9,12,7.29641326877392,3,7.0909098220799835,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
85,4.804021044733257,9.684086987500752,8,5,1991,1992,5.652489180268651,4,3,4,3,1,1,0.0,1,0.0,1288.0,7.161622002939187,5,1,7.171656822768514,7.018401799069201,0,7.790696031174738,0.0,0.0,2,1,4,1,4,5,8,1,3,1991.0,2.0,462.0,3,3,2,4.852030263919617,4.418840607796598,0,0,0,0,0,0,0,2006,12.468440756144114,4.418840607796598,2.0,1.0,1,40,12,12,7.790696031174738,4,7.234898420314831,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
86,4.812184355372417,9.385301574363845,6,5,2005,2005,0.0,4,3,4,3,3,1,0.0,1,0.0,684.0,6.529418838262226,5,1,6.529418838262226,6.776506992372183,0,7.353081920515432,0.0,0.0,2,1,3,1,4,3,8,1,4,2005.0,2.0,400.0,3,3,2,4.61512051684126,3.6635616461296463,0,0,0,0,0,0,0,2009,12.066816325306588,3.6635616461296463,2.0,1.0,0,30,12,12,7.353081920515432,4,7.0909098220799835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
87,3.713572066704308,8.281977058867758,6,5,2009,2009,4.343805421853684,4,3,4,3,3,1,0.0,1,0.0,612.0,6.418364935936212,5,1,6.418364935936212,6.418364935936212,0,7.110696122978827,0.0,0.0,2,1,2,1,4,2,8,0,0,2009.0,2.0,528.0,3,3,2,0.0,5.459585514144159,0,0,0,0,0,0,0,2009,12.010671928196443,5.459585514144159,2.0,1.0,0,30,12,12,7.110696122978827,4,7.368339686311381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
88,4.663439094112067,9.044403844431551,3,2,1915,1982,0.0,2,2,3,2,1,1,0.0,1,0.0,1013.0,6.921658184151129,3,0,6.921658184151129,0.0,513,7.3310603052186325,0.0,0.0,1,0,2,1,2,4,8,0,0,1915.0,0.0,0.0,0,0,0,0.0,0.0,156,0,0,0,0,3,0,2009,11.350418300109132,5.056245805348308,1.0,0.0,2,6,4,6,7.3310603052186325,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,4.110873864173311,8.996032669324372,4,5,1994,1995,0.0,3,3,4,3,1,6,588.0,1,0.0,402.0,6.898714534329988,5,1,6.898714534329988,0.0,0,6.898714534329988,1.0,0.0,1,0,3,1,3,2,8,0,0,1994.0,0.0,0.0,0,0,2,0.0,0.0,0,0,0,0,0,0,0,2007,11.724813914587886,0.0,2.0,0.0,-1,20,9,12,6.898714534329988,3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
90,4.110873864173311,8.881975184248867,4,5,1950,1950,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1,6.947937068614969,0.0,0,6.947937068614969,0.0,0.0,1,0,2,1,3,2,8,0,0,1950.0,2.0,420.0,3,3,2,0.0,3.4011973816621555,0,0,0,0,0,0,0,2006,11.60733523953139,3.4011973816621555,1.0,0.0,0,20,9,0,6.947937068614969,3,7.13966033596492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
91,4.454347296253507,9.04793908261736,5,3,1961,1961,5.318119993844216,3,3,3,3,1,3,600.0,1,0.0,635.0,7.119635638017636,3,1,7.119635638017636,0.0,0,7.119635638017636,0.0,0.0,1,0,2,1,3,4,8,0,0,1961.0,2.0,480.0,3,3,2,0.0,0.0,0,0,0,0,0,2,0,2006,11.498836682527127,0.0,1.0,0.0,2,15,9,9,7.119635638017636,3,7.273092595999522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,4.394449154672439,9.500095294588894,5,7,1921,2006,0.0,3,4,4,3,1,5,713.0,1,0.0,163.0,6.776506992372183,5,1,6.872128101338986,0.0,0,6.872128101338986,1.0,0.0,1,0,2,1,3,3,8,0,0,1921.0,2.0,432.0,3,3,2,0.0,0.0,44,0,0,0,0,0,0,2009,12.004574385508691,3.8066624897703196,2.0,0.0,1,35,12,12,6.872128101338986,3,7.167809184316444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
93,4.110873864173311,8.881975184248867,6,6,1910,1998,0.0,3,3,3,2,2,3,1046.0,1,0.0,168.0,7.102499355774649,5,0,7.13966033596492,6.939253946041508,0,7.73718007783463,0.0,1.0,2,0,4,2,3,5,8,1,4,1900.0,2.0,506.0,3,3,2,0.0,0.0,0,0,99,0,0,0,0,2007,11.804855999911272,4.605170185988092,2.0,1.0,1,36,9,6,7.73718007783463,6,7.325807502595773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
94,4.248495242049359,9.141847375530883,6,5,1997,1997,0.0,3,4,4,3,1,6,648.0,1,0.0,176.0,6.715383386334681,5,1,6.80903930604298,6.782192056006791,0,7.488293515159428,1.0,0.0,2,1,3,1,4,4,8,0,0,1997.0,2.0,684.0,3,3,2,0.0,5.093750200806762,0,0,0,0,0,0,0,2007,12.229549885708273,5.093750200806762,3.0,1.0,1,30,12,12,7.488293515159428,4,7.627057417018934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
95,0.0,9.186662244621605,6,8,1993,1993,4.23410650459726,5,4,4,4,1,5,310.0,1,0.0,370.0,6.523562306149512,4,1,6.523562306149512,6.673297967767654,0,7.293697720601438,0.0,0.0,2,1,3,1,3,3,8,1,3,1993.0,2.0,420.0,3,3,2,5.4510384535657,4.1588830833596715,0,0,0,0,0,0,480,2009,12.128116509451258,4.1588830833596715,2.0,1.0,0,48,20,16,7.293697720601438,3,7.13966033596492,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
96,4.3694478524670215,9.236495329453033,7,5,1999,1999,5.214935757608986,4,3,4,3,3,5,1162.0,1,0.0,426.0,7.370860166536716,5,1,7.370860166536716,0.0,0,7.370860166536716,0.0,0.0,2,0,3,1,4,3,8,0,0,1999.0,2.0,472.0,3,3,2,5.0689042022202315,3.4011973816621555,0,0,0,0,0,0,0,2006,12.273735966890268,3.4011973816621555,2.0,0.0,0,35,12,12,7.370860166536716,4,7.256297239690681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
97,4.30406509320417,9.298534382712099,4,5,1965,1965,3.8918202981106265,3,3,3,3,1,3,520.0,1,0.0,440.0,6.8679744089702925,3,1,6.8679744089702925,0.0,0,6.8679744089702925,1.0,0.0,1,0,3,1,3,3,8,0,0,1965.0,1.0,432.0,3,3,1,4.795790545596741,0.0,0,0,0,0,0,0,0,2007,11.459007676978688,0.0,2.0,0.0,0,20,9,9,6.8679744089702925,3,7.167809184316444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
98,4.454347296253507,9.271059107010888,5,5,1920,1950,0.0,3,3,3,3,1,5,108.0,1,0.0,350.0,6.129050210060545,2,0,6.728628613084702,0.0,0,6.728628613084702,0.0,0.0,1,0,2,1,3,3,8,0,0,1920.0,1.0,366.0,2,3,2,0.0,0.0,77,0,0,0,0,0,400,2010,11.326607934898927,4.356708826689592,1.0,0.0,1,25,9,9,6.728628613084702,3,6.597145701886651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
