,PavedDrive,Functional,OverallQual,KitchenQual,LotFrontage,HeatingQC,LotArea,CentralAir,Basement,Fireplaces,Garage,Reno,OneFamHome,PosFeat,Norm,TwoFloors,PoolArea,WoodDeck,Porch,GrLivArea,SalePrice,Total.HalfBath,Total.FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,YearBuilt,YrSold,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM
10,2,8,5,3,2,5,1,1,1,0,1,0,1,0,1,0,0,0,0,6.946975992135418,11.771436160121729,2,0,3,2,1,1965,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
11,2,8,9,5,2,5,1,1,1,1,1,1,1,0,1,1,0,1,1,7.751045117971802,12.751299696013497,4,0,4,7,3,2005,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
12,2,8,5,3,0,3,2,1,1,0,1,0,1,0,1,0,0,1,1,6.815639990074331,11.877568578558138,2,0,2,2,1,1962,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
13,2,8,7,4,2,5,1,1,1,1,1,1,1,0,1,0,0,1,1,7.309212365692763,12.540757571577291,2,0,3,4,3,2006,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
14,2,8,6,3,0,3,1,1,1,1,1,0,1,0,1,0,0,0,1,7.133295954896068,11.964001084330445,2,1,2,3,1,1960,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,2,8,7,3,1,5,0,1,1,0,1,1,1,0,1,0,0,1,1,6.74993119378857,11.790557201568507,1,0,2,3,2,1929,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16,2,8,6,3,0,5,1,1,1,1,1,0,1,0,1,0,0,0,0,6.911747300251674,11.911701584927597,2,0,2,3,2,1970,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17,2,8,4,3,2,3,1,1,0,0,1,0,0,0,1,0,0,0,0,7.16703787691222,11.407564949312402,2,0,2,4,2,1967,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
18,2,8,5,4,2,5,2,1,1,0,1,0,1,0,0,0,0,0,1,7.01571242048723,11.976659481202368,2,1,3,3,2,2004,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19,2,7,5,3,2,3,1,1,1,0,1,1,1,0,1,0,0,0,0,7.199678345691172,11.842229212112828,1,0,3,3,1,1958,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,2,8,8,4,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,7.773173680482536,12.692503112461443,3,1,4,5,3,2005,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
21,0,8,7,4,1,5,1,1,1,1,1,1,1,0,1,0,0,0,1,7.010311867307229,11.845102777308561,1,0,3,3,1,1930,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,2,8,8,4,2,5,1,1,1,1,1,0,1,0,1,0,0,1,1,7.492760300922379,12.345834587905333,2,0,3,4,2,2002,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
23,2,8,5,3,1,3,0,1,1,1,1,0,0,0,1,0,0,1,1,6.966024187106113,11.77452020265869,2,0,3,3,2,1976,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,2,8,5,4,0,5,1,1,1,1,1,1,1,0,1,0,0,1,1,6.966024187106113,11.944707881395766,2,0,3,3,1,1968,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
25,2,8,8,4,3,5,2,1,1,1,1,0,1,0,1,0,0,0,1,7.3777589082278725,12.454103912352162,2,0,3,4,3,2007,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
26,2,8,5,4,1,3,1,1,1,0,1,1,1,0,1,0,0,1,1,6.802394763324311,11.811547477460344,1,1,3,2,2,1951,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
27,2,8,8,4,2,5,1,1,1,1,1,1,1,0,1,0,0,0,1,7.440733707389261,12.631340380934517,3,0,3,4,3,2007,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
28,2,8,5,3,1,3,2,1,1,1,1,1,1,0,1,0,0,1,1,7.3777589082278725,12.24288661865289,2,0,2,4,1,1957,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
29,2,8,4,2,1,2,0,0,1,0,1,1,1,0,0,0,0,1,1,6.253828811575473,11.134589024250317,1,0,1,3,1,1927,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
30,0,8,4,3,1,3,1,0,1,0,1,1,1,0,0,1,0,0,1,7.183111701743281,10.596634733096073,1,0,3,3,1,1920,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,2,8,5,4,0,4,1,1,1,0,1,1,1,0,1,0,0,0,1,7.113142108707088,11.914047823644255,1,1,3,3,1,1966,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
32,2,8,8,4,2,5,1,1,1,0,1,0,1,0,1,0,0,0,1,7.1180162044653335,12.100156419938624,2,0,3,4,2,2007,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
33,2,8,5,4,2,4,1,1,1,1,1,0,1,0,1,0,0,0,1,7.438383530044307,12.016726473799254,1,2,4,2,2,1959,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
34,2,8,9,5,1,5,1,1,1,1,1,0,0,0,1,0,0,1,1,7.353081920515432,12.533576212168626,3,0,2,4,2,2005,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35,2,8,8,4,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,7.804659297056102,12.641096555879882,3,1,4,5,3,2004,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36,2,8,5,3,3,5,1,1,1,0,1,1,1,0,1,0,0,1,1,7.00033446027523,11.884489021402711,1,1,3,3,2,1994,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
37,2,8,5,3,2,4,1,1,1,1,1,1,1,0,1,0,0,0,0,7.167809184316444,11.938193200374572,1,1,3,2,2,1954,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
38,2,8,5,4,2,3,1,1,1,0,1,1,1,0,1,0,0,0,1,6.963189985870238,11.59910316121128,2,0,3,2,1,1953,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,0,8,4,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7.049254841255837,11.314474526246391,2,0,2,4,0,1955,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
40,2,8,6,3,2,5,1,1,1,1,1,0,1,0,1,0,0,0,1,7.188412736496954,11.982929094215963,2,0,3,3,2,1965,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41,1,8,5,3,3,4,2,1,1,1,1,0,1,0,1,0,0,0,1,7.191429330036379,12.043553716032399,1,2,2,3,1,1959,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
42,2,8,5,4,0,4,1,1,1,0,1,0,1,0,1,0,0,1,0,6.784457062637643,11.877568578558138,2,0,2,3,2,1983,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
43,2,8,5,3,0,3,1,1,1,0,1,1,1,0,1,0,0,1,0,6.843749949006225,11.777210959615614,2,0,3,2,1,1975,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
44,2,8,5,3,2,5,1,1,1,0,1,0,1,0,1,0,0,0,0,7.047517221357296,11.856515169360305,2,0,3,3,1,1959,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45,2,8,9,5,2,5,1,1,1,1,1,0,0,0,1,0,0,1,1,7.468513271496337,12.675763725937609,3,0,2,4,2,2005,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
46,2,8,7,4,1,5,2,1,1,1,1,0,1,0,1,0,0,1,1,7.67275789664251,12.387085012375499,2,1,1,5,2,2003,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
47,2,8,8,4,2,5,1,1,1,0,1,0,1,0,1,0,0,0,1,7.412160334945205,12.428015476267865,2,0,3,4,3,2006,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
48,0,8,4,3,1,4,0,1,1,0,0,1,0,0,1,1,0,0,1,7.280697195384741,11.635143097694478,2,0,2,6,0,1920,2009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
49,2,8,5,3,2,5,1,1,1,0,1,0,1,0,1,0,0,0,0,6.86171134048073,11.751942365440728,2,0,3,3,1,1966,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
50,2,8,6,3,0,4,2,1,1,0,1,0,1,0,1,1,0,0,1,7.293017679772782,12.083905011555967,2,1,3,3,2,1997,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51,2,8,6,3,1,3,0,1,1,1,1,1,1,0,1,0,0,1,0,7.069874128458572,11.648330101976432,1,0,3,3,2,1934,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
52,2,8,5,3,3,3,1,0,1,0,1,0,0,0,0,0,0,1,0,6.704414354964107,11.608235644774552,2,0,2,3,2,1963,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
53,2,8,9,4,2,4,2,1,1,1,1,1,1,0,1,0,0,1,1,7.518607216815252,12.86099861326992,2,1,0,5,3,1981,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
54,2,7,5,3,1,3,1,1,1,1,1,0,1,0,1,0,0,0,1,7.215239978730097,11.77528972943772,1,0,3,3,2,1955,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
55,2,8,6,3,2,4,1,1,1,1,1,0,1,0,1,0,0,0,0,7.261927092702751,12.103486056755072,2,0,3,4,2,1964,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
56,2,8,8,4,1,5,0,1,1,0,1,1,0,0,1,1,0,1,0,7.461065514354283,12.058152515453552,3,1,3,4,2,1999,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
57,2,8,7,4,2,5,1,1,1,0,1,0,1,0,1,1,0,0,1,7.450079569807499,12.188417710291453,2,1,3,4,2,2004,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
58,2,8,10,4,2,5,2,1,1,1,1,0,1,0,1,1,0,1,1,7.987864096085687,12.991753427493052,3,1,3,7,3,2006,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
59,2,8,5,3,1,5,1,1,1,0,1,0,1,0,1,0,0,1,0,6.659293919683638,11.73526869611367,1,0,2,2,1,1972,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
60,2,8,6,4,2,5,2,1,1,0,1,0,1,0,0,0,0,0,1,7.05444965813294,11.970350312009105,2,1,3,2,2,2004,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
61,0,8,5,2,1,3,1,0,1,0,1,1,1,0,1,1,0,0,1,7.01301578963963,11.522875795823397,1,0,3,3,1,1920,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
62,2,8,8,4,1,5,0,1,1,1,1,0,0,0,1,0,0,1,1,7.222566018822171,12.218495165528731,2,0,2,4,2,2006,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
